A1,"15_clicks, 15_clicks, 13_clicks"
A20769,"9_clicks, 11_carts, 2_clicks"
A20770,"7_clicks, 13_clicks, 1_carts"
A20771,"13_clicks, 1_carts, 16_clicks"
A20772,"15_clicks, 6_clicks, 17_carts"
A20773,"6_clicks, 17_carts, 15_clicks"
A20774,"15_clicks, 15_carts, 17_orders"
A20775,"15_carts, 17_orders, 6_clicks"
A20776,"17_orders, 6_clicks, 17_clicks"
A20777,"12_carts, 17_clicks, 1_clicks"
A20778,"12_orders, 1_orders, 7_clicks"
A20779,"1_orders, 7_clicks, 7_clicks"
A20780,"7_carts, 9_clicks, 7_orders"
A20781,"9_clicks, 7_orders, 7_orders"
A20782,"17_clicks, 17_clicks, 6_orders"
A20783,"17_clicks, 6_orders, 5_orders"
A20784,"6_orders, 5_orders, 3_clicks"
A20785,"5_orders, 3_clicks, 6_clicks"
A20786,"1_clicks, 1_carts, 17_carts"
A20787,"1_carts, 17_carts, 17_clicks"
A20788,"16_clicks, 16_carts, 0_carts"
A20789,"16_carts, 0_carts, 0_clicks"
A20790,"15_carts, 4_clicks, 7_clicks"
A20791,"17_orders, 17_clicks, 8_clicks"
A20792,"1_clicks, 11_clicks, 1_carts"
A20793,"11_clicks, 1_carts, 10_carts"
A20794,"1_carts, 10_carts, 11_carts"
A20795,"10_carts, 11_carts, 1_orders"
A20796,"11_carts, 1_orders, 10_orders"
A20797,"1_orders, 10_orders, 11_orders"
A20798,"10_orders, 11_orders, 4_clicks"
A20799,"11_orders, 4_clicks, 12_clicks"
A20800,"17_clicks, 14_carts, 17_clicks"
A20801,"14_clicks, 5_clicks, 5_orders"
A20802,"4_clicks, 10_carts, 10_clicks"
A20803,"2_clicks, 2_clicks, 13_carts"
A20804,"2_clicks, 13_carts, 13_carts"
A20805,"13_carts, 13_carts, 1_clicks"
A20806,"17_carts, 16_clicks, 3_orders"
A20807,"16_clicks, 3_orders, 13_orders"
A20808,"3_orders, 13_orders, 13_orders"
A20809,"13_orders, 13_orders, 17_orders"
A20810,"13_orders, 17_orders, 17_orders"
A20811,"17_orders, 16_orders, 4_clicks"
A20812,"16_orders, 4_clicks, 3_clicks"
A20813,"1_carts, 4_clicks, 6_clicks"
A20814,"3_clicks, 3_clicks, 1_orders"
A20815,"3_clicks, 1_orders, 14_orders"
A20816,"1_orders, 14_orders, 8_orders"
A20817,"14_orders, 8_orders, 6_orders"
A20818,"8_orders, 6_orders, 3_orders"
A20819,"6_orders, 3_orders, 3_orders"
A20820,"3_orders, 8_clicks, 3_clicks"
A20821,"17_clicks, 16_clicks, 0_carts"
A20822,"16_clicks, 0_carts, 13_carts"
A20823,"0_carts, 13_carts, 14_clicks"
A20824,"14_clicks, 7_clicks, 11_carts"
A20825,"7_clicks, 11_carts, 11_carts"
A20826,"11_carts, 11_carts, 0_clicks"
A20827,"11_carts, 0_clicks, 1_clicks"
A20828,"1_clicks, 0_clicks, 7_carts"
A20829,"0_clicks, 7_carts, 1_clicks"
A20830,"7_carts, 1_clicks, 13_clicks"
A20831,"1_clicks, 2_clicks, 16_carts"
A20832,"2_clicks, 16_carts, 1_clicks"
A20833,"1_clicks, 3_clicks, 12_carts"
A20834,"12_carts, 3_carts, 1_clicks"
A20835,"3_carts, 17_clicks, 15_clicks"
A20836,"12_carts, 3_clicks, 12_carts"
A20837,"3_clicks, 12_carts, 3_clicks"
A20838,"2_carts, 7_clicks, 16_clicks"
A20839,"16_clicks, 5_clicks, 1_carts"
A20840,"5_clicks, 1_carts, 7_carts"
A20841,"1_carts, 7_carts, 12_carts"
A20842,"7_carts, 12_carts, 0_carts"
A20843,"12_carts, 0_carts, 13_carts"
A20844,"0_carts, 13_carts, 6_clicks"
A20845,"13_clicks, 0_clicks, 1_orders"
A20846,"0_clicks, 1_orders, 0_orders"
A20847,"1_orders, 0_orders, 1_orders"
A20848,"0_orders, 1_orders, 0_orders"
A20849,"4_carts, 10_clicks, 14_clicks"
A20850,"13_carts, 2_clicks, 18_carts"
A20851,"2_clicks, 18_carts, 1_carts"
A20852,"18_carts, 1_carts, 7_carts"
A20853,"1_carts, 7_carts, 18_carts"
A20854,"7_carts, 18_carts, 13_clicks"
A20855,"3_carts, 17_clicks, 9_clicks"
A20856,"17_clicks, 9_clicks, 3_orders"
A20857,"9_clicks, 3_orders, 9_orders"
A20858,"3_orders, 9_orders, 1_clicks"
A20859,"9_orders, 1_clicks, 1_clicks"
A20860,"1_carts, 9_clicks, 4_clicks"
A20861,"4_carts, 17_clicks, 0_clicks"
A20862,"6_orders, 8_clicks, 11_clicks"
A20863,"14_clicks, 11_carts, 11_orders"
A20864,"14_carts, 14_orders, 16_orders"
A20865,"14_orders, 16_orders, 14_clicks"
A20866,"16_orders, 14_clicks, 14_carts"
A20867,"14_clicks, 16_clicks, 15_carts"
A20868,"16_clicks, 15_carts, 15_orders"
A20869,"15_carts, 15_orders, 14_orders"
A20870,"15_orders, 14_orders, 15_clicks"
A20871,"13_clicks, 8_clicks, 9_carts"
A20872,"0_clicks, 9_carts, 10_clicks"
A20873,"16_clicks, 16_carts, 2_carts"
A20874,"16_carts, 2_carts, 15_clicks"
A20875,"11_carts, 0_clicks, 16_clicks"
A20876,"16_carts, 10_clicks, 15_clicks"
A20877,"17_carts, 6_clicks, 8_clicks"
A20878,"4_clicks, 13_clicks, 11_carts"
A20879,"13_clicks, 11_carts, 4_clicks"
A20880,"14_clicks, 13_carts, 14_clicks"
A20881,"14_clicks, 13_carts, 0_clicks"
A20882,"13_carts, 0_clicks, 0_clicks"
A20883,"5_carts, 15_clicks, 12_clicks"
A20884,"17_clicks, 8_carts, 8_orders"
A20885,"2_clicks, 14_clicks, 0_carts"
A20886,"14_clicks, 18_clicks, 17_carts"
A20887,"18_clicks, 17_carts, 17_carts"
A20888,"16_clicks, 8_clicks, 16_carts"
A20889,"10_carts, 17_clicks, 4_clicks"
A20890,"16_clicks, 11_clicks, 10_carts"
A20891,"11_clicks, 10_carts, 15_clicks"
A20892,"1_clicks, 4_clicks, 3_carts"
A20893,"4_clicks, 3_carts, 12_clicks"
A20894,"4_clicks, 14_clicks, 15_carts"
A20895,"6_carts, 16_clicks, 10_clicks"
A20896,"6_clicks, 0_carts, 9_clicks"
A20897,"14_carts, 6_clicks, 0_clicks"
A20898,"0_carts, 0_carts, 4_clicks"
A20899,"0_carts, 4_clicks, 17_clicks"
A20900,"5_carts, 5_carts, 3_clicks"
A20901,"5_carts, 3_clicks, 2_clicks"
A20902,"8_carts, 5_clicks, 13_clicks"
A20903,"15_clicks, 16_clicks, 10_carts"
A20904,"16_clicks, 10_carts, 0_clicks"
A20905,"8_clicks, 1_clicks, 16_carts"
A20906,"16_carts, 8_carts, 7_clicks"
A20907,"3_carts, 9_clicks, 14_clicks"
A20908,"0_orders, 8_clicks, 11_clicks"
A20909,"11_clicks, 0_clicks, 15_carts"
A20910,"15_clicks, 5_clicks, 6_carts"
A20911,"5_clicks, 6_carts, 6_clicks"
A20912,"10_carts, 11_clicks, 4_clicks"
A20913,"6_clicks, 14_clicks, 16_orders"
A20914,"14_clicks, 16_orders, 16_clicks"
A20915,"15_carts, 15_orders, 13_orders"
A20916,"15_orders, 13_orders, 12_orders"
A20917,"13_orders, 12_orders, 12_orders"
A20918,"12_orders, 12_orders, 6_clicks"
A20919,"12_orders, 6_clicks, 16_clicks"
A20920,"14_clicks, 14_clicks, 15_carts"
A20921,"15_clicks, 15_orders, 8_clicks"
A20922,"15_orders, 8_clicks, 17_clicks"
A20923,"17_clicks, 4_clicks, 11_carts"
A20924,"4_clicks, 11_carts, 14_clicks"
A20925,"11_carts, 14_clicks, 8_clicks"
A20926,"17_carts, 0_clicks, 9_clicks"
A20927,"8_carts, 0_clicks, 17_clicks"
A20928,"6_carts, 11_clicks, 18_carts"
A20929,"15_carts, 17_clicks, 0_clicks"
A20930,"5_clicks, 5_carts, 3_carts"
A20931,"5_carts, 3_carts, 9_clicks"
A20932,"3_carts, 9_clicks, 11_clicks"
A20933,"18_carts, 7_clicks, 4_clicks"
A20934,"11_clicks, 11_orders, 5_orders"
A20935,"11_orders, 5_orders, 8_orders"
A20936,"5_orders, 8_orders, 18_orders"
A20937,"8_orders, 18_orders, 11_orders"
A20938,"18_orders, 11_orders, 6_orders"
A20939,"11_orders, 6_orders, 8_clicks"
A20940,"6_orders, 8_clicks, 4_clicks"
A20941,"8_clicks, 6_clicks, 16_orders"
A20942,"6_clicks, 16_orders, 8_clicks"
A20943,"16_orders, 8_clicks, 9_clicks"
A20944,"9_carts, 4_clicks, 1_clicks"
A20945,"9_clicks, 9_carts, 6_carts"
A20946,"9_carts, 6_carts, 18_clicks"
A20947,"3_carts, 11_clicks, 15_clicks"
A20948,"4_clicks, 3_clicks, 1_carts"
A20949,"3_clicks, 1_carts, 18_clicks"
A20950,"1_carts, 18_clicks, 6_clicks"
A20951,"2_clicks, 2_carts, 13_carts"
A20952,"2_carts, 13_carts, 12_clicks"
A20953,"4_carts, 11_clicks, 17_carts"
A20954,"11_clicks, 17_carts, 9_clicks"
A20955,"3_carts, 11_clicks, 15_carts"
A20956,"11_clicks, 15_carts, 17_clicks"
A20957,"14_carts, 11_clicks, 4_clicks"
A20958,"7_carts, 14_clicks, 0_clicks"
A20959,"14_clicks, 0_clicks, 3_orders"
A20960,"0_clicks, 3_orders, 9_orders"
A20961,"3_orders, 9_orders, 8_orders"
A20962,"9_orders, 8_orders, 13_orders"
A20963,"8_orders, 13_orders, 12_orders"
A20964,"13_orders, 12_orders, 17_orders"
A20965,"12_orders, 17_orders, 2_orders"
A20966,"17_orders, 2_orders, 14_orders"
A20967,"2_orders, 14_orders, 3_clicks"
A20968,"3_clicks, 7_clicks, 4_carts"
A20969,"7_clicks, 4_carts, 12_clicks"
A20970,"1_carts, 6_clicks, 17_clicks"
A20971,"2_clicks, 17_clicks, 2_carts"
A20972,"17_clicks, 2_carts, 8_clicks"
A20973,"16_clicks, 15_carts, 4_carts"
A20974,"15_carts, 4_carts, 14_clicks"
A20975,"4_carts, 14_clicks, 9_clicks"
A20976,"2_carts, 13_clicks, 5_clicks"
A20977,"7_clicks, 9_clicks, 6_carts"
A20978,"9_clicks, 6_carts, 13_clicks"
A20979,"6_carts, 13_clicks, 17_clicks"
A20980,"6_clicks, 2_clicks, 4_orders"
A20981,"2_clicks, 4_orders, 8_orders"
A20982,"4_orders, 8_orders, 8_orders"
A20983,"8_orders, 8_orders, 15_orders"
A20984,"8_orders, 15_orders, 2_orders"
A20985,"15_orders, 2_orders, 5_orders"
A20986,"2_orders, 5_orders, 16_clicks"
A20987,"17_carts, 14_clicks, 12_clicks"
A20988,"13_clicks, 13_carts, 12_carts"
A20989,"13_carts, 12_carts, 11_clicks"
A20990,"12_carts, 11_clicks, 1_carts"
A20991,"11_clicks, 1_carts, 4_clicks"
A20992,"16_carts, 9_clicks, 17_clicks"
A20993,"17_carts, 17_clicks, 12_orders"
A20994,"17_clicks, 12_orders, 16_orders"
A20995,"12_orders, 16_orders, 17_orders"
A20996,"17_orders, 17_orders, 1_orders"
A20997,"17_orders, 1_orders, 5_orders"
A20998,"1_orders, 5_orders, 13_orders"
A20999,"5_orders, 13_orders, 5_orders"
A21000,"13_orders, 5_orders, 13_clicks"
A21001,"17_carts, 17_orders, 14_clicks"
A21002,"13_clicks, 11_clicks"
A21003,"16_carts, 7_clicks, 3_clicks"
A21004,"8_carts, 18_clicks, 16_clicks"
A21005,"18_clicks, 16_clicks, 3_orders"
A21006,"16_clicks, 3_orders, 16_orders"
A21007,"3_orders, 16_orders, 8_orders"
A21008,"16_orders, 8_orders, 12_orders"
A21009,"8_orders, 12_orders, 7_orders"
A21010,"12_orders, 7_orders, 12_clicks"
A21011,"8_clicks, 3_orders, 8_orders"
A21012,"3_orders, 8_orders, 11_clicks"
A21013,"8_orders, 11_clicks, 11_carts"
A21014,"17_carts, 1_clicks, 15_clicks"
A21015,"12_clicks, 5_carts, 4_clicks"
A21016,"8_carts, 2_clicks, 4_clicks"
A21017,"3_clicks, 8_clicks, 16_carts"
A21018,"8_clicks, 16_carts, 15_clicks"
A21019,"4_clicks, 7_clicks, 8_orders"
A21020,"7_clicks, 8_orders, 10_orders"
A21021,"10_orders, 6_orders, 11_orders"
A21022,"6_orders, 11_orders, 17_orders"
A21023,"11_orders, 17_orders, 5_orders"
A21024,"17_orders, 5_orders, 2_orders"
A21025,"5_orders, 2_orders, 10_orders"
A21026,"2_orders, 10_orders, 7_orders"
A21027,"10_orders, 7_orders, 8_orders"
A21028,"7_orders, 8_orders, 15_orders"
A21029,"8_clicks, 8_carts, 11_carts"
A21030,"8_carts, 11_carts, 8_carts"
A21031,"8_carts, 15_clicks, 8_orders"
A21032,"15_clicks, 8_orders, 15_orders"
A21033,"8_orders, 15_orders, 15_clicks"
A21034,"15_carts, 16_clicks, 3_clicks"
A21035,"12_orders, 15_clicks, 15_carts"
A21036,"15_orders, 10_clicks, 1_clicks"
A21037,"8_carts, 3_clicks, 16_clicks"
A21038,"1_clicks, 18_clicks, 1_carts"
A21039,"18_clicks, 1_carts, 2_clicks"
A21040,"11_carts, 11_orders, 1_orders"
A21041,"16_carts, 16_carts, 9_clicks"
A21042,"4_carts, 2_clicks, 5_clicks"
A21043,"6_carts, 3_clicks, 7_clicks"
A21044,"3_carts, 3_carts, 2_clicks"
A21045,"3_carts, 2_clicks, 1_clicks"
A21046,"13_carts, 12_clicks, 17_clicks"
A21047,"15_clicks, 9_clicks, 17_carts"
A21048,"9_clicks, 17_carts, 17_carts"
A21049,"17_carts, 0_clicks, 17_carts"
A21050,"0_clicks, 17_carts, 17_carts"
A21051,"17_carts, 17_carts, 13_clicks"
A21052,"13_carts, 17_clicks, 3_carts"
A21053,"17_carts, 9_clicks, 16_clicks"
A21054,"3_clicks, 12_carts, 4_clicks"
A21055,"12_carts, 4_clicks, 10_clicks"
A21056,"7_carts, 13_clicks, 5_clicks"
A21057,"13_carts, 14_clicks, 1_clicks"
A21058,"6_clicks, 18_carts, 18_clicks"
A21059,"7_carts, 10_clicks, 3_clicks"
A21060,"3_clicks, 14_clicks, 2_carts"
A21061,"14_clicks, 2_carts, 12_clicks"
A21062,"3_clicks, 9_orders, 5_orders"
A21063,"9_orders, 5_orders, 1_orders"
A21064,"5_orders, 1_orders, 5_orders"
A21065,"1_orders, 5_orders, 12_orders"
A21066,"5_orders, 12_orders, 16_orders"
A21067,"12_orders, 16_orders, 5_clicks"
A21068,"16_orders, 5_clicks, 1_clicks"
A21069,"2_clicks, 2_clicks, 3_carts"
A21070,"2_clicks, 3_carts, 3_orders"
A21071,"3_orders, 3_clicks, 16_carts"
A21072,"11_orders, 7_clicks, 10_clicks"
A21073,"10_clicks, 7_clicks"
A21074,"14_clicks, 2_clicks"
A21075,"7_orders, 7_clicks, 3_clicks"
A21076,"10_clicks, 10_clicks, 3_carts"
A21077,"3_carts, 2_clicks, 9_clicks"
A21078,"17_clicks, 3_clicks, 0_carts"
A21079,"3_clicks, 0_carts, 11_clicks"
A21080,"0_carts, 11_clicks, 18_clicks"
A21081,"18_clicks, 11_clicks, 0_carts"
A21082,"11_clicks, 0_carts, 11_clicks"
A21083,"11_clicks, 0_clicks, 11_carts"
A21084,"11_carts, 0_carts, 0_carts"
A21085,"0_carts, 0_carts, 11_carts"
A21086,"0_carts, 11_carts, 0_clicks"
A21087,"6_clicks, 2_clicks, 18_clicks"
A21088,"7_clicks, 10_clicks, 18_carts"
A21089,"10_clicks, 18_carts, 10_clicks"
A21090,"18_carts, 10_clicks, 3_clicks"
A21091,"2_clicks, 8_clicks, 18_orders"
A21092,"8_clicks, 18_orders, 4_clicks"
A21093,"18_orders, 4_clicks, 18_clicks"
A21094,"7_clicks, 0_clicks, 3_carts"
A21095,"0_clicks, 3_carts, 10_clicks"
A21096,"3_carts, 10_clicks, 13_carts"
A21097,"10_clicks, 13_carts, 16_clicks"
A21098,"16_carts, 12_clicks, 4_clicks"
A21099,"0_clicks, 0_carts, 16_orders"
A21100,"0_carts, 16_orders, 13_clicks"
A21101,"16_orders, 13_clicks, 13_carts"
A21102,"11_carts, 0_clicks, 2_clicks"
A21103,"2_clicks, 2_carts, 5_carts"
A21104,"2_carts, 5_carts, 1_carts"
A21105,"5_carts, 1_carts, 14_clicks"
A21106,"17_carts, 10_clicks, 4_clicks"
A21107,"18_carts, 6_clicks, 0_clicks"
A21108,"4_carts, 15_clicks, 13_carts"
A21109,"15_clicks, 13_carts, 6_clicks"
A21110,"8_carts, 13_clicks, 6_clicks"
A21111,"2_clicks, 13_clicks"
A21112,"6_orders, 6_clicks, 0_clicks"
A21113,"5_clicks, 14_clicks, 1_carts"
A21114,"14_clicks, 1_carts, 5_clicks"
A21115,"1_carts, 5_clicks, 8_clicks"
A21116,"6_clicks, 6_clicks, 17_orders"
A21117,"17_carts, 4_clicks, 4_clicks"
A21118,"9_carts, 15_clicks, 1_clicks"
A21119,"10_carts, 9_clicks, 6_clicks"
A21120,"6_carts, 9_clicks, 17_clicks"
A21121,"11_clicks, 13_orders, 13_clicks"
A21122,"18_carts, 15_clicks, 6_clicks"
A21123,"14_orders, 14_clicks, 17_clicks"
A21124,"10_carts, 2_clicks, 5_clicks"
A21125,"18_clicks, 2_clicks, 0_clicks"
A21126,"15_clicks, 1_clicks, 15_carts"
A21127,"1_clicks, 15_carts, 16_carts"
A21128,"15_carts, 16_carts, 16_clicks"
A21129,"16_orders, 15_orders, 17_clicks"
A21130,"15_orders, 17_clicks, 6_clicks"
A21131,"15_carts, 13_clicks, 9_clicks"
A21132,"14_carts, 18_clicks, 13_clicks"
A21133,"13_carts, 18_carts, 14_clicks"
A21134,"18_carts, 14_clicks, 14_clicks"
A21135,"5_clicks, 18_clicks, 5_carts"
A21136,"18_clicks, 5_carts, 13_clicks"
A21137,"5_carts, 13_clicks, 13_clicks"
A21138,"13_carts, 14_clicks, 5_clicks"
A21139,"8_carts, 13_clicks, 14_clicks"
A21140,"17_carts, 9_clicks, 8_clicks"
A21141,"5_carts, 5_carts, 16_clicks"
A21142,"5_carts, 16_clicks, 6_clicks"
A21143,"6_carts, 4_clicks, 4_orders"
A21144,"6_carts, 0_clicks, 16_clicks"
A21145,"17_clicks, 14_clicks"
A21146,"1_clicks, 11_clicks, 1_orders"
A21147,"6_clicks, 12_clicks, 6_orders"
A21148,"12_clicks, 6_orders, 13_orders"
A21149,"6_orders, 13_orders, 12_orders"
A21150,"13_orders, 12_orders, 0_orders"
A21151,"12_orders, 0_orders, 12_clicks"
A21152,"0_orders, 12_clicks, 6_clicks"
A21153,"4_clicks, 1_clicks, 17_carts"
A21154,"1_clicks, 17_carts, 17_carts"
A21155,"17_carts, 17_carts, 1_carts"
A21156,"17_carts, 1_carts, 13_carts"
A21157,"1_carts, 13_carts, 9_carts"
A21158,"13_carts, 9_carts, 7_orders"
A21159,"9_carts, 7_orders, 15_orders"
A21160,"7_orders, 15_orders, 15_orders"
A21161,"15_orders, 15_orders, 13_orders"
A21162,"15_orders, 13_orders, 2_orders"
A21163,"13_orders, 2_orders, 17_orders"
A21164,"2_orders, 17_orders, 1_orders"
A21165,"12_clicks, 15_carts, 14_clicks"
A21166,"15_carts, 14_clicks, 16_clicks"
A21167,"3_clicks, 15_orders, 16_orders"
A21168,"15_orders, 16_orders, 3_orders"
A21169,"16_orders, 3_orders, 9_orders"
A21170,"9_orders, 8_orders, 18_orders"
A21171,"8_orders, 18_orders, 3_orders"
A21172,"18_orders, 3_orders, 0_orders"
A21173,"3_orders, 0_orders, 11_orders"
A21174,"0_orders, 11_orders, 9_orders"
A21175,"11_orders, 9_orders, 4_orders"
A21176,"9_orders, 4_orders, 7_clicks"
A21177,"4_orders, 7_clicks, 12_clicks"
A21178,"6_carts, 14_clicks, 16_clicks"
A21179,"16_carts, 7_clicks, 2_clicks"
A21180,"3_carts, 7_clicks, 9_carts"
A21181,"15_carts, 6_clicks, 17_clicks"
A21182,"17_carts, 10_clicks, 10_clicks"
A21183,"11_carts, 13_clicks, 4_clicks"
A21184,"11_carts, 2_clicks, 4_clicks"
A21185,"9_clicks, 7_clicks, 15_orders"
A21186,"7_clicks, 15_orders, 0_orders"
A21187,"15_orders, 0_orders, 10_clicks"
A21188,"0_orders, 10_clicks, 9_clicks"
A21189,"0_clicks, 3_clicks, 4_orders"
A21190,"3_clicks, 4_orders, 4_orders"
A21191,"4_orders, 4_orders, 15_orders"
A21192,"4_orders, 15_orders, 9_orders"
A21193,"15_orders, 9_orders, 16_clicks"
A21194,"9_orders, 16_clicks, 10_clicks"
A21195,"8_clicks, 8_carts, 9_carts"
A21196,"9_clicks, 9_clicks, 8_orders"
A21197,"9_clicks, 8_orders, 9_orders"
A21198,"8_orders, 9_orders, 18_clicks"
A21199,"9_orders, 18_clicks, 8_clicks"
A21200,"3_carts, 2_clicks, 13_clicks"
A21201,"6_carts, 6_carts, 1_clicks"
A21202,"5_clicks, 0_clicks, 12_carts"
A21203,"0_clicks, 12_carts, 16_clicks"
A21204,"0_carts, 18_clicks, 13_clicks"
A21205,"16_carts, 13_clicks, 0_clicks"
A21206,"2_clicks, 13_clicks, 1_carts"
A21207,"7_clicks, 12_clicks, 1_orders"
A21208,"12_clicks, 1_orders, 1_orders"
A21209,"1_orders, 1_orders, 12_clicks"
A21210,"1_orders, 12_clicks, 13_clicks"
A21211,"17_clicks, 10_clicks, 14_carts"
A21212,"10_clicks, 14_carts, 4_clicks"
A21213,"11_carts, 4_clicks, 14_clicks"
A21214,"4_clicks, 16_clicks"
A21215,"10_carts, 4_clicks, 3_clicks"
A21216,"4_carts, 4_clicks, 10_carts"
A21217,"0_carts, 10_clicks, 12_clicks"
A21218,"11_carts, 2_clicks, 2_clicks"
A21219,"15_carts, 18_clicks, 11_clicks"
A21220,"9_carts, 7_clicks, 14_clicks"
A21221,"14_carts, 6_clicks, 12_clicks"
A21222,"6_clicks, 12_clicks, 17_carts"
A21223,"17_carts, 16_clicks, 13_clicks"
A21224,"6_clicks, 8_clicks, 14_carts"
A21225,"8_clicks, 14_carts, 12_carts"
A21226,"14_carts, 12_carts, 14_carts"
A21227,"12_carts, 14_carts, 14_clicks"
A21228,"14_carts, 9_clicks, 1_clicks"
A21229,"14_carts, 8_clicks, 7_clicks"
A21230,"2_clicks, 16_clicks, 15_carts"
A21231,"16_clicks, 15_carts, 16_carts"
A21232,"16_carts, 7_carts, 7_clicks"
A21233,"13_clicks, 14_clicks, 16_orders"
A21234,"14_clicks, 16_orders, 13_orders"
A21235,"16_orders, 13_orders, 14_orders"
A21236,"13_orders, 14_orders, 7_orders"
A21237,"14_orders, 7_orders, 15_orders"
A21238,"7_orders, 15_orders, 10_clicks"
A21239,"15_orders, 10_clicks, 5_clicks"
A21240,"18_carts, 6_carts, 3_clicks"
A21241,"6_carts, 3_clicks, 8_clicks"
A21242,"3_carts, 3_clicks, 18_clicks"
A21243,"16_carts, 13_clicks, 3_clicks"
A21244,"13_carts, 13_carts, 17_carts"
A21245,"13_carts, 17_carts, 9_clicks"
A21246,"4_carts, 17_clicks, 7_clicks"
A21247,"7_carts, 2_clicks, 3_orders"
A21248,"2_clicks, 3_orders, 15_orders"
A21249,"3_orders, 15_orders, 7_orders"
A21250,"15_orders, 7_orders, 16_clicks"
A21251,"7_orders, 16_clicks, 0_carts"
A21252,"16_clicks, 0_carts, 5_clicks"
A21253,"11_clicks, 11_carts, 14_orders"
A21254,"11_carts, 14_orders, 11_orders"
A21255,"11_carts, 10_clicks, 11_orders"
A21256,"11_orders, 10_orders, 2_clicks"
A21257,"10_orders, 2_clicks, 2_clicks"
A21258,"2_orders, 12_clicks, 2_clicks"
A21259,"3_clicks, 10_carts, 15_carts"
A21260,"10_carts, 15_carts, 13_carts"
A21261,"15_carts, 13_carts, 13_carts"
A21262,"5_clicks, 8_clicks, 11_carts"
A21263,"8_clicks, 11_carts, 7_carts"
A21264,"11_carts, 7_carts, 7_orders"
A21265,"7_orders, 0_orders, 15_orders"
A21266,"0_orders, 15_orders, 13_orders"
A21267,"15_orders, 13_orders, 13_orders"
A21268,"6_carts, 6_clicks, 16_clicks"
A21269,"6_clicks, 16_clicks, 6_orders"
A21270,"16_clicks, 6_orders, 3_clicks"
A21271,"6_orders, 3_clicks, 5_clicks"
A21272,"6_clicks, 7_clicks, 10_carts"
A21273,"10_carts, 16_carts, 10_clicks"
A21274,"7_carts, 3_clicks, 17_clicks"
A21275,"1_carts, 15_clicks, 13_clicks"
A21276,"3_carts, 8_clicks, 7_clicks"
A21277,"14_carts, 18_clicks, 18_carts"
A21278,"4_carts, 16_clicks, 16_clicks"
A21279,"9_clicks, 14_clicks, 16_carts"
A21280,"8_carts, 8_orders, 16_orders"
A21281,"8_orders, 16_orders, 17_clicks"
A21282,"16_orders, 17_clicks, 0_clicks"
A21283,"17_carts, 14_clicks, 3_carts"
A21284,"14_clicks, 3_carts, 17_clicks"
A21285,"12_carts, 12_carts, 12_orders"
A21286,"14_clicks, 8_clicks, 16_carts"
A21287,"8_clicks, 16_carts, 4_clicks"
A21288,"14_carts, 0_clicks, 16_clicks"
A21289,"12_clicks, 1_clicks, 2_carts"
A21290,"1_clicks, 2_carts, 18_clicks"
A21291,"14_clicks, 4_clicks, 6_carts"
A21292,"0_carts, 15_clicks, 2_clicks"
A21293,"13_carts, 15_clicks, 5_clicks"
A21294,"15_clicks, 3_clicks, 3_orders"
A21295,"3_orders, 15_clicks, 0_clicks"
A21296,"12_carts, 1_clicks, 8_clicks"
A21297,"5_carts, 15_clicks, 9_clicks"
A21298,"12_carts, 5_clicks, 12_orders"
A21299,"5_clicks, 12_orders, 12_clicks"
A21300,"6_carts, 4_clicks, 3_clicks"
A21301,"3_clicks, 3_orders, 5_orders"
A21302,"5_orders, 3_clicks, 3_clicks"
A21303,"5_carts, 5_orders, 3_clicks"
A21304,"5_orders, 3_clicks, 1_clicks"
A21305,"10_clicks, 10_clicks, 16_carts"
A21306,"2_clicks, 2_clicks, 8_carts"
A21307,"2_clicks, 8_carts, 2_clicks"
A21308,"7_clicks, 3_clicks, 16_carts"
A21309,"13_carts, 7_clicks, 2_clicks"
A21310,"6_carts, 16_clicks, 14_clicks"
A21311,"1_carts, 11_clicks, 6_orders"
A21312,"11_clicks, 6_orders, 1_orders"
A21313,"1_orders, 16_orders, 16_clicks"
A21314,"2_carts, 2_orders, 16_orders"
A21315,"2_orders, 16_orders, 16_carts"
A21316,"16_orders, 16_carts, 2_clicks"
A21317,"16_carts, 2_clicks, 12_clicks"
A21318,"2_clicks, 3_carts, 16_orders"
A21319,"3_carts, 16_orders, 3_orders"
A21320,"16_orders, 3_orders, 3_clicks"
A21321,"15_clicks, 0_clicks, 11_carts"
A21322,"0_clicks, 11_carts, 8_carts"
A21323,"11_carts, 8_carts, 0_carts"
A21324,"8_carts, 0_carts, 0_clicks"
A21325,"0_carts, 13_clicks, 10_carts"
A21326,"10_clicks, 12_clicks, 16_carts"
A21327,"16_carts, 12_carts, 17_clicks"
A21328,"14_carts, 0_clicks, 0_clicks"
A21329,"8_clicks, 17_carts, 10_carts"
A21330,"17_carts, 10_carts, 6_carts"
A21331,"10_carts, 6_carts, 14_clicks"
A21332,"6_carts, 14_clicks, 14_orders"
A21333,"14_clicks, 14_orders, 6_orders"
